Block Type,96-Well 0.1-mL Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,C8,FALSE,KN1360,pa_ther,UNKNOWN,NED,NFQ-MGB,34.858,36.967,1.906,61.164,27.853,29.032,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,31,Amp,,0.945,N,N,Y,N,Y,N,N,N
33,C9,FALSE,KN1360,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
33,C9,FALSE,KN1360,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
33,C9,FALSE,KN1360,pa_ther,UNKNOWN,NED,NFQ-MGB,37.477,36.967,1.906,14.460,27.853,29.032,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,34,Amp,,0.940,N,N,Y,N,Y,N,N,N
34,C10,FALSE,CT0804,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
34,C10,FALSE,CT0804,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
34,C10,FALSE,CT0804,pa_ther,UNKNOWN,NED,NFQ-MGB,Undetermined,,,,,,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,44,No Amp,,0.000,Y,Y,Y,N,N,Y,N,N
35,C11,FALSE,CT0804,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
35,C11,FALSE,CT0804,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
35,C11,FALSE,CT0804,pa_ther,UNKNOWN,NED,NFQ-MGB,Undetermined,,,,,,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,38,No Amp,,0.000,Y,N,Y,N,N,N,N,N
36,C12,FALSE,2E3,ascv,STANDARD,VIC,NFQ-MGB,27.494,27.494,,"2,000.000","2,000.000",,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,23,Amp,,0.984,N,N,N,N,N,N,N,N
36,C12,FALSE,2E3,ctv-2,STANDARD,FAM,NFQ-MGB,26.353,26.353,,"2,000.000","2,000.000",,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,21,Amp,,0.979,N,N,N,N,N,N,N,N
36,C12,FALSE,2E3,pa_ther,STANDARD,NED,NFQ-MGB,27.567,27.567,,"2,000.000","2,000.000",,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,25,Amp,,0.995,N,N,Y,N,N,N,N,N
37,D1,FALSE,KN0633,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
37,D1,FALSE,KN0633,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,N,N,N
37,D1,FALSE,KN0633,pa_ther,UNKNOWN,NED,NFQ-MGB,31.578,33.345,2.847,372.467,240.016,189.411,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,29,Amp,,0.992,N,N,Y,N,Y,N,N,N
38,D2,FALSE,KN0633,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
38,D2,FALSE,KN0633,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
38,D2,FALSE,KN0633,pa_ther,UNKNOWN,NED,NFQ-MGB,36.629,33.345,2.847,23.062,240.016,189.411,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,33,Amp,,0.996,N,N,Y,N,Y,N,N,N
39,D3,FALSE,KN0633,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
39,D3,FALSE,KN0633,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
39,D3,FALSE,KN0633,pa_ther,UNKNOWN,NED,NFQ-MGB,31.828,33.345,2.847,324.520,240.016,189.411,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,29,Amp,,0.986,N,N,Y,N,Y,N,N,N
40,D4,FALSE,CL1898,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
40,D4,FALSE,CL1898,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
40,D4,FALSE,CL1898,pa_ther,UNKNOWN,NED,NFQ-MGB,34.970,34.607,1.637,57.511,92.535,83.693,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,31,Amp,,0.974,N,N,Y,N,Y,N,N,N
41,D5,FALSE,CL1898,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
41,D5,FALSE,CL1898,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
41,D5,FALSE,CL1898,pa_ther,UNKNOWN,NED,NFQ-MGB,32.819,34.607,1.637,188.050,92.535,83.693,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,29,Amp,,0.974,N,N,Y,N,Y,N,N,N
42,D6,FALSE,CL1898,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
42,D6,FALSE,CL1898,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
42,D6,FALSE,CL1898,pa_ther,UNKNOWN,NED,NFQ-MGB,36.032,34.607,1.637,32.042,92.535,83.693,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,33,Amp,,0.980,N,N,Y,N,Y,N,N,N
43,D7,FALSE,CL1251,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
43,D7,FALSE,CL1251,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
43,D7,FALSE,CL1251,pa_ther,UNKNOWN,NED,NFQ-MGB,35.502,35.043,0.814,42.897,59.332,28.909,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,33,Amp,,0.993,N,N,Y,N,Y,N,N,N
44,D8,FALSE,CL1251,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
44,D8,FALSE,CL1251,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
44,D8,FALSE,CL1251,pa_ther,UNKNOWN,NED,NFQ-MGB,34.103,35.043,0.814,92.712,59.332,28.909,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,31,Amp,,0.996,N,N,Y,N,Y,N,N,N
45,D9,FALSE,CL1251,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
45,D9,FALSE,CL1251,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
45,D9,FALSE,CL1251,pa_ther,UNKNOWN,NED,NFQ-MGB,35.524,35.043,0.814,42.388,59.332,28.909,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,32,Amp,,0.988,N,N,Y,N,Y,N,N,N
46,D10,FALSE,Messedup,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
46,D10,FALSE,Messedup,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
46,D10,FALSE,Messedup,pa_ther,UNKNOWN,NED,NFQ-MGB,Undetermined,16.080,,,,,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,44,No Amp,,0.000,Y,Y,Y,N,N,Y,N,N
47,D11,FALSE,Messedup,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,Y,N,N,Y,Y
47,D11,FALSE,Messedup,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,Y,N,N,Y,Y
47,D11,FALSE,Messedup,pa_ther,UNKNOWN,NED,NFQ-MGB,16.080,16.080,,"1,895,276.625","1,895,276.625",,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,12,No Amp,,0.029,Y,N,Y,Y,N,N,Y,Y
48,D12,FALSE,1E2,ascv,STANDARD,VIC,NFQ-MGB,32.519,32.519,,100.000,100.000,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,28,Amp,,0.981,N,N,N,N,N,N,N,N
48,D12,FALSE,1E2,ctv-2,STANDARD,FAM,NFQ-MGB,31.021,31.021,,100.000,100.000,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,25,Amp,,0.979,N,N,N,N,N,N,N,N
48,D12,FALSE,1E2,pa_ther,STANDARD,NED,NFQ-MGB,34.740,34.740,,100.000,100.000,,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,32,Amp,,0.997,N,N,Y,N,N,N,N,N
49,E1,FALSE,KN1536,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
49,E1,FALSE,KN1536,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,N,N,N
49,E1,FALSE,KN1536,pa_ther,UNKNOWN,NED,NFQ-MGB,32.121,33.818,2.281,276.145,159.928,126.007,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,29,Amp,,0.978,N,N,Y,N,Y,N,N,N
50,E2,FALSE,KN1536,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
50,E2,FALSE,KN1536,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,N,N,N
50,E2,FALSE,KN1536,pa_ther,UNKNOWN,NED,NFQ-MGB,36.411,33.818,2.281,26.004,159.928,126.007,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,33,Amp,,0.988,N,N,Y,N,Y,N,N,N
51,E3,FALSE,KN1536,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
51,E3,FALSE,KN1536,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
51,E3,FALSE,KN1536,pa_ther,UNKNOWN,NED,NFQ-MGB,32.922,33.818,2.281,177.634,159.928,126.007,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,29,Amp,,0.994,N,N,Y,N,Y,N,N,N
52,E4,FALSE,KN0284,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
52,E4,FALSE,KN0284,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
52,E4,FALSE,KN0284,pa_ther,UNKNOWN,NED,NFQ-MGB,37.409,36.634,1.095,15.015,25.123,14.295,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,34,Amp,,0.947,N,N,Y,N,Y,N,N,N
53,E5,FALSE,KN0284,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
53,E5,FALSE,KN0284,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
53,E5,FALSE,KN0284,pa_ther,UNKNOWN,NED,NFQ-MGB,35.860,36.634,1.095,35.232,25.123,14.295,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,31,Amp,,0.914,N,N,Y,N,Y,N,N,N
54,E6,FALSE,KN0284,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
54,E6,FALSE,KN0284,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
54,E6,FALSE,KN0284,pa_ther,UNKNOWN,NED,NFQ-MGB,Undetermined,36.634,1.095,,,,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,44,No Amp,,0.000,Y,Y,Y,N,N,N,N,N
55,E7,FALSE,CL1450,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
55,E7,FALSE,CL1450,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
55,E7,FALSE,CL1450,pa_ther,UNKNOWN,NED,NFQ-MGB,36.389,35.572,0.746,26.325,43.521,16.349,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,33,Amp,,0.991,N,N,Y,N,Y,N,N,N
56,E8,FALSE,CL1450,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
56,E8,FALSE,CL1450,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
56,E8,FALSE,CL1450,pa_ther,UNKNOWN,NED,NFQ-MGB,35.401,35.572,0.746,45.373,43.521,16.349,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,32,Amp,,0.994,N,N,Y,N,Y,N,N,N
57,E9,FALSE,CL1450,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
57,E9,FALSE,CL1450,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,N,N,N
57,E9,FALSE,CL1450,pa_ther,UNKNOWN,NED,NFQ-MGB,34.928,35.572,0.746,58.865,43.521,16.349,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,32,Amp,,0.995,N,N,Y,N,Y,N,N,N
58,E10,FALSE,CT0837,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
58,E10,FALSE,CT0837,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
58,E10,FALSE,CT0837,pa_ther,UNKNOWN,NED,NFQ-MGB,Undetermined,,,,,,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,44,No Amp,,0.000,Y,Y,Y,N,N,Y,N,N
59,E11,FALSE,CT0837,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
59,E11,FALSE,CT0837,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
59,E11,FALSE,CT0837,pa_ther,UNKNOWN,NED,NFQ-MGB,Undetermined,,,,,,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,44,No Amp,,0.000,Y,Y,Y,N,N,Y,N,N
60,E12,FALSE,1E1,ascv,STANDARD,VIC,NFQ-MGB,Undetermined,,,10.000,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
60,E12,FALSE,1E1,ctv-2,STANDARD,FAM,NFQ-MGB,Undetermined,,,10.000,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
60,E12,FALSE,1E1,pa_ther,STANDARD,NED,NFQ-MGB,Undetermined,,,10.000,,,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,44,No Amp,,0.000,Y,Y,Y,N,N,Y,N,N
61,F1,FALSE,KN2342,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,N,N,N
61,F1,FALSE,KN2342,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,N,N,N
61,F1,FALSE,KN2342,pa_ther,UNKNOWN,NED,NFQ-MGB,29.771,32.540,2.624,"1,007.351",416.075,515.991,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,27,Amp,,0.981,N,N,Y,N,Y,N,N,N
62,F2,FALSE,KN2342,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
62,F2,FALSE,KN2342,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,N,N,N
62,F2,FALSE,KN2342,pa_ther,UNKNOWN,NED,NFQ-MGB,34.990,32.540,2.624,56.869,416.075,515.991,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,32,Amp,,0.997,N,N,Y,N,Y,N,N,N
63,F3,FALSE,KN2342,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
63,F3,FALSE,KN2342,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
63,F3,FALSE,KN2342,pa_ther,UNKNOWN,NED,NFQ-MGB,32.858,32.540,2.624,184.004,416.075,515.991,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,30,Amp,,0.995,N,N,Y,N,Y,N,N,N
64,F4,FALSE,CL0526,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
64,F4,FALSE,CL0526,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
64,F4,FALSE,CL0526,pa_ther,UNKNOWN,NED,NFQ-MGB,37.631,36.493,1.609,13.282,29.901,23.503,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,35,Amp,,0.990,N,N,Y,N,Y,N,N,N
65,F5,FALSE,CL0526,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
65,F5,FALSE,CL0526,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
65,F5,FALSE,CL0526,pa_ther,UNKNOWN,NED,NFQ-MGB,35.355,36.493,1.609,46.520,29.901,23.503,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,32,Amp,,0.973,N,N,Y,N,Y,N,N,N
66,F6,FALSE,CL0526,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
66,F6,FALSE,CL0526,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
66,F6,FALSE,CL0526,pa_ther,UNKNOWN,NED,NFQ-MGB,Undetermined,36.493,1.609,,,,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,44,No Amp,,0.000,Y,Y,Y,N,N,Y,N,N
67,F7,FALSE,CL0722,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
67,F7,FALSE,CL0722,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
67,F7,FALSE,CL0722,pa_ther,UNKNOWN,NED,NFQ-MGB,Undetermined,34.811,,,,,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,44,No Amp,,0.000,Y,Y,Y,N,N,N,N,N
68,F8,FALSE,CL0722,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
68,F8,FALSE,CL0722,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
68,F8,FALSE,CL0722,pa_ther,UNKNOWN,NED,NFQ-MGB,34.811,34.811,,62.772,62.772,,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,32,Amp,,0.994,N,N,Y,N,N,N,N,N
69,F9,FALSE,CL0722,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
69,F9,FALSE,CL0722,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
69,F9,FALSE,CL0722,pa_ther,UNKNOWN,NED,NFQ-MGB,Undetermined,34.811,,,,,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,44,No Amp,,0.000,Y,Y,Y,N,N,N,N,N
70,F10,FALSE,CT0917,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
70,F10,FALSE,CT0917,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
70,F10,FALSE,CT0917,pa_ther,UNKNOWN,NED,NFQ-MGB,35.810,35.810,,36.219,36.219,,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,33,Amp,,0.996,N,N,Y,N,N,N,N,N
71,F11,FALSE,CT0917,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
71,F11,FALSE,CT0917,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
